"sample","buffa.score"
"4a6b5dd5-9efb-498d-ab97-b673f9679137",-9
"4b832842-a442-475f-8856-019c9571fa1b",-23
"4bb2e835-23b7-4b0f-afb7-85b8311a8323",15
"4cc2ccf2-9e6f-4532-809f-fd7f719e5a73",17
"4ce3fb6e-bdc3-4633-974e-c6732a25b481",-9
"4d241527-a117-4343-8925-e21cb4567afa",7
"4d4163ea-fab1-4ec6-b94a-28e00fbf042d",13
"4d45de1f-17fe-4cec-b59e-5d3ffe5ab823",-1
"4d46f344-096e-475f-ab04-ca561fbe8fed",-3
"4db54f2a-e515-4737-80cb-ac90cd48558c",15
"4dcbd438-8c68-4b00-b81b-989577ceda0d",-15
"4f285bbe-055e-4e78-8e24-fadf6bb5e316",-29
"4f86be11-77c3-4437-9fcb-7196a2f681d8",-15
"4fa52ddb-8fa1-4dce-85ca-4d8ca8b2e5c8",-33
"5034ad01-7c05-4c1d-aec3-c48641dda2be",-21
"50c36bfb-4ce2-4cc0-916a-92b857593d83",-3
"523ecf7b-ff49-4198-a5f5-d7d9cd76cd92",-11
"52c66078-6fb5-43e0-85fe-4bd9b1b51d12",19
"52e1eb29-879e-468d-9021-eddd5f7d74b8",-19
"53d31821-b709-4dd0-b722-21c29e59ea65",15
"53e45f03-661f-487d-9ee6-147ffcff1215",19
"55a43afc-197d-441d-aa98-a82c10c160b1",-11
"560901a7-1bca-44e9-a580-66f5d4e4a5eb",-15
"56273b12-98f3-46f7-a450-5cfddfe91375",-21
"564765f8-d7fa-438c-9105-f0b850853c3c",23
"56a0b7bc-9611-42ce-8d69-400a540a2998",-15
"56bd997f-fcf8-4835-b285-464cdea29b0d",-37
"570f0bb5-4483-4a5e-8374-9fef274d4eab",-21
"576967f8-4350-40b5-96d7-92ab303378ed",-11
"577c8f90-2f0b-4920-a4e6-5e6dcece44a7",13
"578ac066-274d-42b7-83f9-a0eae2665dd3",29
"58b0d2dc-b8f9-44ff-9283-460205ce35e1",27
"58bf721c-8e59-4161-9186-dd783077785d",-1
"58dc60a6-bad8-4acb-ac59-a5558d580dc8",-29
"5a63418d-2e6c-437d-ab4e-40ece1bf022c",-1
"5b137359-0502-4c2d-84cb-8ccfae9e2d84",-11
"5b9112e1-2566-4139-9fd7-2a0ea0f146e1",9
"5c6a2247-933f-4aa5-ba17-266a508cb2d4",-13
"5cbe8899-0c31-41f8-bae9-1d860f4c71e5",9
"5cdc04c0-0ab9-4cdc-a740-0966faf4b8e4",-5
"5d4d1a39-7d11-4a59-b320-6d66f37ff22d",13
"5f539c74-0116-4bd7-84fb-acdc277da761",13
"5f7bc37b-52c0-4ace-a5e5-230361eac4b1",-5
"60438009-ee9c-4164-83ca-944f52c6d637",15
"604d9cf2-ba6b-4be5-80e0-baf0d6ecc9db",-7
"61288549-f222-470c-a660-e6b395cfb08b",27
"616a0b7b-9293-4456-b581-578130a4e409",11
"6267695a-6e35-4bef-9d24-39dbc783ed75",9
"62a09737-8205-466f-9f59-fb02acf77e96",9
"62dd9aed-92f0-4cc4-b81d-2dd439aa4aa9",1
"63065301-23b9-472a-b194-9ff85f330375",-9
"63882a8b-1be3-4d28-8a83-675b34dd3de1",23
"6388d898-6e9b-4857-a5fd-d977b6fe2aa0",-5
"63ad0a97-76b8-4eda-a858-7edd69bc534c",13
"63c27216-9a44-441b-a77b-8720126521ac",11
"64225ca6-2b1f-4ea0-8efd-e26be03c7ea7",13
"66157725-fad8-43bf-a9f1-f2a3e2333fc7",3
"6619cf91-e808-4d3e-887f-44d4509eb684",-3
"6630a529-2259-4710-a4fb-73d67181156e",-13
"66aaf82c-9cb7-401f-ba0b-16d0753b0bbf",7
"67681abc-91f4-4886-a88c-bc2bb8d2dd28",15
"67dd02e1-e8cc-4934-aced-7f79d66b632b",19
"67f61b31-c2bf-42e0-9674-380cd054ad35",9
"682b700e-e472-4c83-b564-4f514c89853f",-35
"6865e2e5-c89b-4b90-9a5e-0bf1a2fe519a",-13
"68677a0d-a154-4cc5-ac3f-1497d6b68bdc",-9
"68ab64d5-a565-4dd8-ba16-509ab67aee5b",25
"6a03be9a-9086-4875-80c0-df219c8c438a",-13
"6a0f5727-ebc9-4c63-b3c0-0fe54f0f1c15",-45
"6a10eac7-9856-4c99-ac96-a7645813f611",-1
"6b13b859-0bdc-4ecc-ac40-a4ac6a850cf7",5
"6bf4f489-e133-4d34-98ff-14d31d6e6148",-3
"6bf5b9c5-6572-4838-b0c3-ba16eb03d979",11
"6ceeed42-b10b-4ce4-ae77-d844e81be28b",29
"6d522946-e471-45b2-8712-be249d695331",-11
"6e75a9b1-1619-4312-826d-2243771756c9",5
"6eb8e8da-cd71-48c0-bd30-35fbe00a8486",-9
"6ece52bf-cea3-4b4c-baaa-3d6bf0713d6b",-29
"6f0f57e1-6cb1-4891-9977-b46dc0939ea7",-3
"6fcf8a5f-614b-42be-8334-50cd955910d4",35
"6fe0f602-2a8d-482c-8e93-033cf1eb5de8",-1
"70a6658a-7a68-4632-a0ce-a20287d83293",23
"71ebfa38-db28-4c6f-b8d8-52ec694d9f41",-5
"71f9b1a9-27b8-4d75-ba00-e61552ffad5b",37
"71ff8ef7-b505-487f-bc5f-b6a458e684ef",-13
"72ac31e0-b517-4bc1-94e9-79b7d6ad1b97",-3
"72f87aaf-c152-4a1f-884d-b03a935bb723",29
"73050df2-9a8c-4d9c-9e8b-7d72aa03367d",29
"73dcb0aa-ffda-4aee-9945-2886d94ee163",-5
"73faf404-af65-4543-95ad-03065d2f0a14",3
"74025693-3328-46ca-85c8-c88a9fd7bb1d",31
"75170977-32b7-4ef6-9fbb-5931e198b4b0",17
"757996cf-e6fd-4d76-82a2-5653fce08ae1",-5
"76707b65-cb6d-4093-8765-f1c58873aac2",35
"79785c86-72c8-48fb-876f-22140f683956",-9
"799a92eb-5497-4298-bf23-505b6129a8de",17
"79d9bc65-7ad7-4bc5-8f34-a04acf513eee",-13
"7a32fe57-6045-47b5-90bf-7349a0a19c41",-17
"7a63683b-382b-4f2e-a22e-61d8ce6b6c62",39
"7ac5eab1-04ac-43ec-9eb0-63993a7efd0a",27
"7addabca-07be-4823-ab56-85e5a9191358",-35
"7c1fdd93-9e5f-434e-8a79-ca0e506c61ae",-25
"7c602e9f-38b2-47f7-a5f5-8ed0e276a4b2",-3
"7d41b110-63ad-45d6-944c-58fa49ce3188",-9
"7d6de174-f645-41b0-9caf-81ff9c295704",-33
"7dc69807-1c83-4ead-9fd4-4f05a25c8630",9
"7e000bbe-a471-41a3-a3f6-ab4f5e915339",-29
"7f18c74b-79d7-492a-9783-cb7431e81809",17
"802910d4-b9db-4991-bbf8-2967aee6371b",-11
"807e292d-50d5-4ea6-a58f-646f8c8a890d",-29
"81720320-dd38-4aa3-bebd-aed0858a18f6",3
"823f5b0a-3d36-4c6a-9c2c-520d4fba1029",23
"82cfb1c3-e32b-427f-98cc-fe54909ac06a",21
"83d208df-56df-4815-9064-c5c6c39a8d95",5
"83d6abae-d311-487b-bcc3-d46e2c39de14",-9
"83ff3e62-d929-4e84-99b4-f73ce5874e96",-31
"84ca4c25-14c2-4852-83a5-bc5e301bc719",21
"854e4d92-57ba-4398-8951-b09293db3eb3",19
"859ea6d7-ccb1-4b60-bedc-7ccc32e59ec4",-21
"86627daf-ce01-4c49-b09f-db64afff547a",17
"86a12c44-4853-4ffd-81ae-12c10f1e6c0c",-31
"86fd69ec-fbe4-4ca7-a1a5-a42367527929",-19
"887e2e89-af5f-49ee-b54c-ef9d323ddde9",19
"89bc8017-a565-4160-8e07-6ccd7ecfa96f",-17
"8a6e0e48-2a12-447f-8c7a-abee412f2669",-15
"8ad0eef6-02eb-4f8c-a201-a27e45ee18a5",5
"8b082cb1-feb9-44a5-8693-11db8e802902",1
"8c2bb3c1-582d-44e4-a88d-6fe88e4d2785",-1
"8c326fb7-18f4-44ec-a2c8-479ce33fda20",13
"8c5e3dae-aacf-45fc-8c43-12ba41035c57",-11
"8ca6a052-24a5-479b-8a75-b7c997e88ee0",21
"8cd9be2a-769d-4f2a-a85a-9d714dc67b14",15
"8cf5048d-6fc2-45c2-a954-bd8ea814fa60",-3
"8e0030c8-0a94-4e3a-97d2-b1d5d18846d5",25
"8e10f12e-c1cb-4882-9d24-a4932f017131",1
"8e3900a0-376b-4836-b8e9-a410141027e1",-7
"8ea5b238-1405-42df-b341-954032921728",-15
"90855e52-b713-4c3b-ba28-16c7485f65c8",39
"91785368-f582-4344-86af-8f2be0841f6c",3
"9204697e-6fb3-4292-8d6b-3df715a6ed74",37
"9289c2c8-e4fb-4c6b-8b10-1f25b0b61037",-21
"934a8347-5f77-4166-8af5-ec34ffd19461",-29
"9458044a-2970-41ad-82b5-d83a06c453c0",3
"95393cc4-fee7-44e6-b435-8f58420a4d48",-5
"96ef0eff-b305-44e4-858c-3503955c2415",17
"9724a09a-f0f5-4a8b-a09c-b55523249962",13
"97563567-b29b-448f-a327-c6d30390003f",15
"97617183-0925-4790-b04b-48b6bd5d6668",-9
"97617240-ca64-4299-86ae-1294951f7057",5
"982eb00f-e5f1-45dc-9890-e8f78f8fb683",5
"983cb886-0581-4ccd-a0da-2097ac697c0d",9
"986e1cfc-481d-4f10-8aa3-0c4b039bffb4",-9
"98a86f60-48e9-46f8-80d5-5d96a8bf4448",1
"98b527de-55ea-450f-a635-8c6e6ad32157",15
"990471a6-1f49-464a-872e-024e78c553cf",-3
"9a214ce5-69da-4a24-a935-0a366d3f6cd2",-1
"9a613a44-da30-4cdb-829b-5822870ff883",-11
"9a8faf8c-ef1c-4dd3-9e63-198fb3be0f09",-1
"9aab5cae-1c0e-4249-bb84-c5e6a484ee60",-9
"9ab80984-8be0-4fa8-a0d6-dd86a240b459",7
"9af804e5-d24f-425c-9019-aef959ab2e40",27
"9bf802cd-f282-4be4-aaa3-30381fbf6ae8",11
"9c06bb27-28b2-455b-a2bd-ffc21499b89a",19
"9d117ac5-a64c-46b8-b172-1c1c25cea4ba",-11
"9d4a9d46-a8f0-4b4a-bbcc-7d58b60d673c",-15
"9d87191c-909b-4047-a155-fa93c09f69af",7
"9dd7e11e-f07b-43e9-b908-2661110dd5ca",19
"9e493073-8295-45dd-8bbb-baa3aa27e9c8",25
"9e7ca3a0-4af5-407e-a2fa-7484fadcbfc8",23
"9ffe5716-2ebe-4df9-aa09-f5a0dbec315e",-21
"a02282e7-b292-46f1-a2c0-d0ab581fb126",-7
"a0449ff1-fdc5-44b0-8a9e-db35d1d8dabc",-27
"a0906ed7-1afe-42cf-81df-cd13fe190cba",-3
"a0c9c4e2-b1c4-49cb-a009-cee2aafa8104",33
"a36a29a7-211f-4081-841d-be5628804bb7",-33
"a3cd08fa-8b40-4169-8b8f-2f243f7a3315",-11
"a44747b5-176f-4e0f-bbe4-993efadf7187",19
"a4e2f3d0-0278-4b98-94b0-08d854df9fb5",1
"a5ac43b6-1b92-4c14-bb3f-081e7a70cdcf",-13
"a63fbf1b-747e-45ff-8a3e-ec2ffd9828f4",27
"a6d01695-7b93-406d-816a-10f5e7750e97",-11
"a706dca2-7530-4b52-8bf1-f51fc90aabdd",5
"a8194da1-d021-4c56-bb11-b344a321fa08",25
"a8da7443-1620-413a-a86c-2a1f6d2a1f65",-3
"a921fb29-fa4d-4a9e-a38c-6d585fd7c73d",31
"a97bc32d-8586-46a1-8ddf-0c06549a7f9a",-15
"ab3c509d-88f7-4e91-80cb-e66519041591",1
"abb48615-6710-45cf-a50c-a14b39016c14",-19
"ac37406d-6ee7-47b9-b6c0-d1ec82c12cb4",-23
"acd29c8d-3356-424d-b40f-ba3f00e6047c",-39
"acd735f1-d972-4e4e-b792-7db6712fc9b6",31
"ace8f3f7-a11a-44fe-aec5-a7d70123b890",-41
"af01c84f-dace-4c11-997a-37bde4cedd94",37
"afff756a-7e4f-4678-8e74-39deb653460f",5
"b01bdd7d-e02b-466e-b60d-fb6f1e31f919",-13
"b0b6b2d7-48bd-432c-bfcb-220c09d0ca6d",11
"b166b768-33f7-4cc1-907b-15baed14a527",7
"b3097629-4f4a-410b-8488-bde66df17f6d",5
"b3dfa86c-8410-46c3-a25b-715d31891149",-35
"b45caa56-bea2-4cb5-a211-fbbae7dd248a",-7
"b49a5dce-cd8e-4103-8027-8dd1a11ef3c8",39
"b51ed084-8eee-43e4-9dbd-570ec4df8880",-17
"b5557828-9913-4f6d-bdbb-fdeb916e1b82",3
"b5ae4926-2c2d-4abf-81e3-c6a34182e8e7",3
"b5c8e71a-4bf8-4703-8785-b778ea1d638d",-7
"b6884bd7-dcae-47dc-8a00-4c802db09f9c",-21
"b6e7f6bf-82aa-4ec6-ba72-5071e5462973",-27
"b7027279-3765-4fa3-bf6a-aa6e6d3c165a",49
"b7512132-ba2e-4b12-a01a-de06cd822af6",-33
"b795525b-b9f4-4647-b3dd-49c59575c7b1",15
"b7cb6d1d-d055-4304-9bbd-9d71725d3ace",-15
"b854a567-a87a-4ada-9237-431276cac821",1
"b9775e38-4fc0-4df8-982b-a964985ff6d9",15
"ba72b0a5-8eb5-46c9-b620-a35aa3f21daf",21
"ba776f42-548a-499e-9edb-2593ddbe3ee3",5
"bac62626-f0cf-48c4-b922-912b217872b0",-9
"bb0e445b-2f54-412c-aaa3-34d49f66a73b",-11
"bb46941a-ca24-4b84-9a28-ebab870ad857",13
"bbfc5849-aa67-4cf4-8a63-613161b706ec",25
"bd15a2f7-2be1-417b-8e36-6885f4d551fe",-13
"bd5da481-f5ec-4f73-8ab7-8f57f5289c3c",11
"bdf61bdf-5ef1-4023-aad4-bc2fa74ce394",33
"be90750e-7579-4096-b49f-7903d45e54f7",-3
"beddb2ba-6a74-4e70-a7f7-0705a22bdf95",-23
"bf307194-093f-4fb0-867c-7db696aca1e8",9
"c023b826-2e13-493f-9ff0-845bc8672f96",-11
"c0c9522d-74c4-4f8c-b87d-03f60d7bc3cc",-11
"c170a822-8a12-489c-894f-554472fa4196",-41
"c18765b1-8199-4c88-a8dc-1c8bba32e29b",-3
"c1b29509-755b-4bd2-8b72-c19568d47bb2",11
"c231f327-26ae-42b1-9813-bff1ac1896d5",-39
"c31156b1-a8e2-4c11-945f-f7a25bf00250",41
"c3af6904-4496-4018-9a37-fe8d550a1771",19
"c3ef45d5-134c-4962-b004-f70ca8d8d5c6",-23
"c466966e-ef9e-485c-aad0-ba54f0af6d44",-19
"c5959596-de4f-4466-980d-d8973ca7e3da",-1
"c5c906c3-d3ee-4826-bdbb-502a0b7e342d",13
"c6857a43-614f-4211-b269-1a06243faa37",15
"c69828dc-cbe6-4a66-9e71-6fbabaf8899a",15
"c6de8fd6-3056-411d-b3f1-18438b0629c1",23
"c7de3e60-2036-43dd-87ec-2db672e0087f",-21
"c82cadfb-7d6a-4f73-b4d8-817b75734357",27
"c8309e7b-6b9b-48d7-b3f8-e97f9c1abde8",-7
"c85b5616-63e9-46df-8255-b29834ce4d26",13
"c87ab4c0-a1dd-4a56-8aec-29bee4d4b05e",-1
"c97fefdf-df03-49e2-acfd-3270e52ee949",-5
"c9c46c93-798b-4817-a1ff-cbe34efeff84",-15
"caa8dba0-5b74-4376-a38a-61a0f211aaff",3
"caccd156-1a21-48ad-be0d-00ff5550c78d",-23
"cb977e8e-cd86-4caa-9f70-486f1c15cefe",-1
"cbe1fbc6-87ae-4152-8fba-29fbaa2698c6",-27
"cbef6ebf-2fda-4175-9720-7f81401caa0a",-3
"cc08ee8c-e62c-48e5-a17b-1ff8cd3192c1",1
"cc1c90c3-5906-41cd-bb2c-e9d5cdf4e47c",-11
"cd4db6f3-935b-4321-aa38-44e47c8424c0",5
"cdbb68a0-b739-4b96-9f10-879e2c7ef9db",-45
"ce0dc4cb-0dea-42ad-a6df-9f80d19cc426",1
"ce16c4fa-9c6e-4bd9-9dc9-6fec2bf82e2d",23
"ce45adac-fa61-4ba2-a95e-51157cf4615b",-29
"ce5df95d-4091-4818-a7c3-35a6eaeac299",7
"cf8e675f-4633-4085-a1ab-7f45d31aa6e8",5
"d06a65c0-1b50-4706-8be7-297ca20d1f5e",1
"d0a56b81-b1d6-4872-9355-7b8643d4d6da",-21
"d0fc5064-f46b-47e1-9d1f-020961af9f86",13
"d3c2a302-6b87-48bf-aad1-3dcb0c352828",-33
"d406540c-cfdf-4e3f-bec8-19254048720f",-3
"d41e8892-8b3e-4734-b2b9-5b979c04b04b",27
"d52742b9-604d-4841-aa1c-7c95833fadd3",-31
"d6133460-aa54-4f7d-a70c-6ca212bf36de",-29
"d617a04b-bde2-4219-b543-b772e4b49a35",-7
"d6600f51-bdac-4b29-8922-670cd84a7d85",5
"d6f2d2a3-5e76-4af5-b636-1752903e5370",-5
"d73a621b-c1a6-48da-af9d-1eee634f8937",29
"d743617a-f053-4abf-aa41-3eca383262be",-7
"d763a3b4-ac09-4eb4-9089-b4fa20010491",3
"d7a5faa4-5905-44a7-978e-f94693b7e693",45
"d8269b7c-4f2f-4110-bc4f-87bbabeadc9a",-15
"d856624c-78b6-410d-9143-bcf7a1c98714",11
"da12a8b9-2009-415f-842b-2d2c5ce2a976",5
"db5f06cf-714c-4da8-8058-09a5b4dcaf33",-13
"db84aaa8-8c60-44c5-b67d-65d602f9bbe9",13
"dbb3980a-8051-4a7c-8032-790bf27bdbb5",25
"dbf98359-06fe-4169-bc27-9e5a594c0f35",5
"dc9f78a3-ecf2-4403-a22e-4b90cc29727b",-1
"dd45e973-d8c6-4a71-bd0a-a3aa396408b3",9
"dd75268d-0654-46e2-862f-6415192dcac8",21
"dd98690d-6958-499e-b869-ad662fb4e0a3",-11
"ddc2a5a9-79c4-4e60-9315-314b5ebc0b8e",-25
"dfd7f0c2-553d-48d3-8a6c-7ace95a0b40e",5
"e0825761-9c42-4124-ad42-1d4f3ceb1c8a",19
"e11ace5e-548c-4ba1-aec1-6c6e16ca6acc",3
"e16441ee-c8f4-45f1-89be-74a354a23576",-11
"e1e28318-f513-4e4f-9f93-db263c18da7b",-29
"e1f664a8-6086-4249-bc56-32bb152cda6c",-19
"e21a363b-8c5c-4d38-8422-a0ca06a0ad53",9
"e25274b7-d7fe-48ab-aaa9-44a95e772f67",31
"e32054f1-8482-46d1-9d08-5018d09bfd80",1
"e3b1ecb5-2f8a-4bea-a924-a57c046548c0",-15
"e416797c-5556-470c-a505-d0f5b5477b64",11
"e462119f-487e-4cf5-8bff-cf196407bb1b",5
"e4e84678-7795-42b0-9bd9-36fd7d2dd9c7",11
"e4f6a8ca-5dfd-43a2-a83f-b763502b52fe",-3
"e57fbcb1-64ce-4b77-a3fc-53869065e2c8",23
"e5b21b7c-8182-44a8-8405-c2180e1ce23b",-3
"e5bdee45-4f1a-47f8-908d-a08800acf41b",11
"e98bffb9-fc9e-43ec-9b06-194066be54d4",5
"e9cec958-908e-4011-8c36-4156b594c72b",3
"ea4630ae-18af-40ca-83a5-e119107e5752",-9
"ea564109-e49e-4ac4-8873-b65156ed4105",-11
"eaf18cea-394b-4cf4-be01-3a9e2498372e",29
"eb9d3f9e-ccd2-4584-820f-7b41fc3e1221",-27
