"sample","buffa.score"
"eba5cec4-fd1b-4480-be6e-dc4790d42b1f",17
"ec1f7569-1bde-4c57-9ed7-63f94fcf2da9",3
"ec6aac3d-846a-45f3-9bef-6146af402729",-17
"ed000aca-8ec2-4a5f-86ad-864ba11ee4ac",-29
"ed6b4df3-55ec-4bb1-bffb-255256bfac2f",-11
"ee8ea64d-a66e-449b-aa46-0e5c80d496e7",19
"eebc4881-601a-4cc2-9f32-2c17ed8c6514",1
"eee66774-435e-470f-9542-42457d2dbdf9",-11
"f0873e47-14b2-4494-8256-8cebce08c09a",21
"f1385873-d6f2-478b-ae62-0819d28db6ac",27
"f159b3dc-65ec-40bb-9295-22d1f5353dd4",11
"f18a2319-a107-496e-89eb-c24a09d96bb9",9
"f1a1aa79-1319-4d17-bd9e-21bafdad1f8f",11
"f1e8efd9-4dff-4eae-a2da-a27165881222",-1
"f241485e-70ee-4ca0-b62d-9cd5ab283bd8",27
"f26deb3a-a615-4678-865d-0e1b6c3ca046",-13
"f2ce9691-6282-42a5-97bd-4631954f5e0a",-5
"f2d0febb-72f9-4a3e-a26c-1250c509ffc6",19
"f462b81a-b315-4147-8b7b-83790cb25699",-31
"f480bebb-6a2c-4c8b-842b-9c3ac7c4ae38",29
"f5111793-c445-46a0-a8a5-e5d8a0e3cc1b",11
"f5492fd2-0f6e-495a-bad5-45007fafc0e1",7
"f57a13c7-5a49-4eaf-b4e7-2a12dee694ee",21
"f708d514-5999-4b33-93e0-97363015b338",-1
"f7351529-073e-4c22-9f3e-63d32f775708",-7
"f751f2ab-b9a1-4370-832a-b9217a747ad5",11
"f7816748-8e83-43ed-a50c-dc5adc2c460b",-33
"f7ba20a9-b313-4a99-98c0-139ad18e3a5a",7
"f8de6653-11fa-4062-8738-a4a060952d9c",-3
"fa6f781b-d8ad-458e-9e11-4a4078cc634c",-21
"fa9e9d37-f9ee-4d54-933a-24a7b338e8a3",-21
"fb4ad592-0518-4359-b249-dc5e433d37fd",-5
"fb4b0c6a-e687-47e1-852a-c26ad3893e8b",1
"fbaa20f9-2716-4031-a51f-747789a4bf10",-39
"fde05aa1-5f97-41b1-9225-b2b58ba435d7",29
"fdf3bae2-bf58-44fb-aae5-c79ae28fc159",11
"fe025507-164e-4531-8e15-223aa10e6600",-31
"feb4f446-ee40-43f6-a2cd-b0380694c4e5",5
"ff36ba95-c04d-4200-a223-73e8207a6534",25
"ff4d4e07-0bd7-4254-9b27-964743ed07b3",15
"ffba768a-7c68-4362-bf65-867d44a1fe34",9
"fff1111a-5688-4261-a0cb-e25e53f19cda",-29
"fff4c488-e280-4ac4-a180-457dacd1d3b2",-9
